;$FILEVERSION=1.1
;$STARTTIME=44404.6052182292
;
;   Start time: 27/07/2021 14:31:30.855.0
;   Generated by PCAN-View v4.3.4.615
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
   487)     28713.3  Rx     05FF3005  1  00 
   488)     28744.4  Rx     05112000  4  88 45 02 00 
   489)     28744.8  Rx     022B2000  4  00 00 00 08 
   490)     28775.3  Rx     05FF3005  1  00 
   491)     28806.4  Rx     05112000  4  88 45 02 00 
   492)     28806.8  Rx     022B2000  4  00 00 00 08 
   493)     28837.3  Rx     05FF3005  1  00 
   494)     28868.4  Rx     05112000  4  88 45 02 00 
   495)     28868.8  Rx     022B2000  4  00 00 00 08 
   496)     28899.3  Rx     05FF3005  1  00 
   497)     28930.4  Rx     05112000  4  88 45 02 00 
   498)     28930.8  Rx     022B2000  4  00 00 00 08 
   499)     28961.2  Rx     05FF3005  1  00 
   500)     28992.4  Rx     05112000  4  88 45 02 00 
   501)     28992.8  Rx     022B2000  4  00 00 00 08 
   502)     29023.3  Rx     05FF3005  1  00 
   503)     29054.4  Rx     05112000  4  88 45 02 00 
   504)     29054.9  Rx     022B2000  4  00 00 00 08 
   505)     29085.3  Rx     05FF3005  1  00 
   506)     29116.4  Rx     05112000  4  88 45 02 00 
   507)     29116.8  Rx     022B2000  4  00 00 00 08 
   508)     29147.3  Rx     05FF3005  1  00 
   509)     29178.4  Rx     05112000  4  88 45 02 00 
   510)     29178.8  Rx     022B2000  4  00 00 00 08 
   511)     29209.3  Rx     05FF3005  1  00 
   512)     29240.4  Rx     05112000  4  88 45 02 00 
   513)     29240.8  Rx     022B2000  4  00 00 00 08 
   514)     29271.3  Rx     05FF3005  1  00 
   515)     29302.4  Rx     05112000  4  88 45 02 00 
   516)     29302.8  Rx     022B2000  4  00 00 00 08 
   517)     29333.1  Rx     05FF3005  1  00 
   518)     29364.3  Rx     05112000  4  88 45 02 00 
   519)     29364.7  Rx     022B2000  4  00 00 00 08 
   520)     29395.1  Rx     05FF3005  1  00 
   521)     29426.3  Rx     05112000  4  88 45 02 00 
   522)     29426.7  Rx     022B2000  4  00 00 00 08 
   523)     29457.1  Rx     05FF3005  1  00 
   524)     29488.3  Rx     05112000  4  88 45 02 00 
   525)     29488.7  Rx     022B2000  4  00 00 00 08 
   526)     29519.2  Rx     05FF3005  1  00 
   527)     29550.3  Rx     05112000  4  88 45 02 00 
   528)     29550.7  Rx     022B2000  4  00 00 00 08 
   529)     29581.2  Rx     05FF3005  1  00 
   530)     29612.3  Rx     05112000  4  88 45 02 00 
   531)     29612.7  Rx     022B2000  4  00 00 00 08 
   532)     29643.2  Rx     05FF3005  1  00 
   533)     29674.3  Rx     05112000  4  88 45 02 00 
   534)     29674.7  Rx     022B2000  4  00 00 00 08 
   535)     29705.2  Rx     05FF3005  1  00 
   536)     29736.3  Rx     05112000  4  88 45 02 00 
   537)     29736.7  Rx     022B2000  4  00 00 00 08 
   538)     29767.1  Rx     05FF3005  1  00 
   539)     29798.3  Rx     05112000  4  88 45 02 00 
   540)     29798.7  Rx     022B2000  4  00 00 00 08 
   541)     29829.1  Rx     05FF3005  1  00 
   542)     29860.3  Rx     05112000  4  88 45 02 00 
   543)     29860.7  Rx     022B2000  4  00 00 00 08 
   544)     29891.1  Rx     05FF3005  1  00 
   545)     29922.3  Rx     05112000  4  88 45 02 00 
   546)     29922.8  Rx     022B2000  4  00 00 00 08 
   547)     29953.2  Rx     05FF3005  1  00 
   548)     29984.3  Rx     05112000  4  88 45 02 00 
   549)     29984.7  Rx     022B2000  4  00 00 00 08 
   550)     30015.2  Rx     05FF3005  1  00 
   551)     30046.3  Rx     05112000  4  88 45 02 00 
   552)     30046.7  Rx     022B2000  4  00 00 00 08 
   553)     30077.2  Rx     05FF3005  1  00 
   554)     30108.3  Rx     05112000  4  88 45 02 00 
   555)     30108.7  Rx     022B2000  4  00 00 00 08 
   556)     30139.2  Rx     05FF3005  1  00 
   557)     30170.3  Rx     05112000  4  88 45 02 00 
   558)     30170.7  Rx     022B2000  4  00 00 00 08 
   559)     30201.1  Rx     05FF3005  1  00 
   560)     30232.3  Rx     05112000  4  88 45 02 00 
   561)     30232.7  Rx     022B2000  4  00 00 00 08 
   562)     30263.1  Rx     05FF3005  1  00 
   563)     30294.3  Rx     05112000  4  88 45 02 00 
   564)     30294.7  Rx     022B2000  4  00 00 00 08 
   565)     30325.1  Rx     05FF3005  1  00 
   566)     30356.3  Rx     05112000  4  88 45 02 00 
   567)     30356.7  Rx     022B2000  4  00 00 00 08 
   568)     30387.2  Rx     05FF3005  1  00 
   569)     30418.3  Rx     05112000  4  88 45 02 00 
   570)     30418.7  Rx     022B2000  4  00 00 00 08 
   571)     30449.2  Rx     05FF3005  1  00 
   572)     30480.3  Rx     05112000  4  88 45 02 00 
   573)     30480.7  Rx     022B2000  4  00 00 00 08 
   574)     30511.2  Rx     05FF3005  1  00 
   575)     30542.3  Rx     05112000  4  88 45 02 00 
   576)     30542.8  Rx     022B2000  4  00 00 00 08 
   577)     30573.2  Rx     05FF3005  1  00 
   578)     30604.3  Rx     05112000  4  88 45 02 00 
   579)     30604.8  Rx     022B2000  4  00 00 00 08 
   580)     30635.2  Rx     05FF3005  1  00 
   581)     30666.3  Rx     05112000  4  88 45 02 00 
   582)     30666.7  Rx     022B2000  4  00 00 00 08 
   583)     30697.2  Rx     05FF3005  1  00 
   584)     30728.3  Rx     05112000  4  88 45 02 00 
   585)     30728.7  Rx     022B2000  4  00 00 00 08 
   586)     30759.2  Rx     05FF3005  1  00 
   587)     30790.3  Rx     05112000  4  88 45 02 00 
   588)     30790.7  Rx     022B2000  4  00 00 00 08 
   589)     30821.2  Rx     05FF3005  1  00 
   590)     30852.3  Rx     05112000  4  88 45 02 00 
   591)     30852.7  Rx     022B2000  4  00 00 00 08 
   592)     30883.2  Rx     05FF3005  1  00 
   593)     30914.3  Rx     05112000  4  88 45 02 00 
   594)     30914.7  Rx     022B2000  4  00 00 00 08 
   595)     30945.2  Rx     05FF3005  1  00 
   596)     30976.3  Rx     05112000  4  88 45 02 00 
   597)     30976.7  Rx     022B2000  4  00 00 00 08 
   598)     31007.2  Rx     05FF3005  1  00 
   599)     31038.3  Rx     05112000  4  88 45 02 00 
   600)     31038.8  Rx     022B2000  4  00 00 00 08 
   601)     31069.2  Rx     05FF3005  1  00 
   602)     31100.3  Rx     05112000  4  88 45 02 00 
   603)     31100.7  Rx     022B2000  4  00 00 00 08 
   604)     31131.2  Rx     05FF3005  1  00 
   605)     31162.3  Rx     05112000  4  88 45 02 00 
   606)     31162.7  Rx     022B2000  4  00 00 00 08 
   607)     31193.2  Rx     05FF3005  1  00 
