;$FILEVERSION=1.1
;$STARTTIME=44410.3735319213
;
;   Start time: 02/08/2021 08:57:53.158.0
;   Generated by PCAN-View v4.3.4.615
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
   469)     27657.7  Rx     03106300  4  05 0B 00 01 
   470)     27664.6  Rx     02F83205  2  00 00 
   471)     27665.0  Rx     02F83202  1  00 
   472)     27757.7  Rx     03106300  4  05 0B 00 01 
   473)     27764.8  Rx     02F83202  1  00 
   474)     27785.2  Rx     02F83201  8  00 00 00 00 89 09 49 26 
   475)     27815.3  Rx     02F83200  8  00 00 00 00 00 00 00 00 
   476)     27815.8  Rx     02F83203  6  70 17 B5 01 C0 08 
   477)     27857.7  Rx     03106300  4  05 0B 00 01 
   478)     27865.1  Rx     02F83202  1  00 
   479)     27925.2  Rx     02FF1200  1  11 
   480)     27957.8  Rx     03106300  4  05 0B 00 01 
   481)     27965.4  Rx     02F83205  2  00 00 
   482)     27965.7  Rx     02F83202  1  00 
   483)     28057.7  Rx     03106300  4  05 0B 00 01 
   484)     28065.9  Rx     02F83200  8  00 00 00 00 00 00 00 00 
   485)     28066.2  Rx     02F83202  1  00 
   486)     28165.9  Rx     02F83202  1  00 
   487)     28166.2  Rx     05F83501  1  00 
   488)     28190.0  Rx     03106300  4  05 0B 00 01 
   489)     28266.2  Rx     02F83203  6  70 17 B5 01 C0 08 
   490)     28266.6  Rx     02F83202  1  00 
   491)     28287.8  Rx     03106300  4  05 0B 00 01 
   492)     28316.6  Rx     02F83200  8  00 00 00 00 00 00 00 00 
   493)     28346.5  Rx     02F83201  8  00 00 00 00 89 09 49 26 
   494)     28366.3  Rx     02F83202  1  00 
   495)     28387.8  Rx     03106300  4  05 0B 00 01 
   496)     28388.1  Rx     03106303  1  05 
   497)     28416.5  Rx     02FF1200  1  11 
   498)     28466.6  Rx     02F83202  1  00 
   499)     28487.8  Rx     03106300  4  05 0B 00 01 
   500)     28566.8  Rx     02F83202  1  00 
   501)     28567.2  Rx     02F83205  2  00 00 
   502)     28597.8  Rx     03106300  4  05 0B 00 01 
   503)     28627.2  Rx     02F83201  8  00 00 00 00 89 09 49 26 
   504)     28667.1  Rx     02F83202  1  00 
   505)     28717.3  Rx     02F83203  6  70 17 B5 01 C0 08 
   506)     28717.8  Rx     03106300  4  05 0B 00 01 
   507)     28767.3  Rx     02F83202  1  00 
   508)     28817.8  Rx     02F83200  8  00 00 00 00 00 00 00 00 
   509)     28818.2  Rx     03106300  4  05 0B 00 01 
   510)     28867.6  Rx     02F83205  2  00 00 
   511)     28868.0  Rx     02F83202  1  00 
   512)     28907.7  Rx     02FF1200  1  11 
   513)     28908.2  Rx     02F83201  8  00 00 00 00 89 09 49 26 
   514)     28917.8  Rx     03106300  4  05 0B 00 01 
   515)     28967.8  Rx     02F83202  1  00 
   516)     29017.8  Rx     03106300  4  05 0B 00 01 
   517)     29068.3  Rx     02F83200  8  00 00 00 00 00 00 00 00 
   518)     29068.7  Rx     02F83202  1  00 
   519)     29117.8  Rx     03106300  4  05 0B 00 01 
   520)     29182.9  Rx     05F83501  1  00 
   521)     29247.7  Rx     03106300  4  05 0B 00 01 
   522)     29347.8  Rx     03106300  4  05 0B 00 01 
   523)     29447.8  Rx     03106300  4  05 0B 00 01 
   524)     29448.1  Rx     03106303  1  05 
   525)     29547.8  Rx     03106300  4  05 0B 00 01 
   526)     29677.8  Rx     03106300  4  05 0B 00 01 
   527)     29777.7  Rx     03106300  4  05 0B 00 01 
   528)     29877.7  Rx     03106300  4  05 0B 00 01 
   529)     29977.7  Rx     03106300  4  05 0B 00 01 
   530)     30077.8  Rx     03106300  4  05 0B 00 01 
   531)     30199.6  Rx     05F83501  1  00 
   532)     30207.8  Rx     03106300  4  05 0B 00 01 
   533)     30307.8  Rx     03106300  4  05 0B 00 01 
   534)     30407.8  Rx     03106300  4  05 0B 00 01 
   535)     30507.8  Rx     03106300  4  05 0B 00 01 
   536)     30508.1  Rx     03106303  1  05 
   537)     30637.7  Rx     03106300  4  05 0B 00 01 
   538)     30737.8  Rx     03106300  4  05 0B 00 01 
   539)     30837.8  Rx     03106300  4  05 0B 00 01 
   540)     30937.8  Rx     03106300  4  05 0B 00 01 
   541)     31037.8  Rx     03106300  4  05 0B 00 01 
   542)     31157.8  Rx     03106300  4  05 0B 00 01 
   543)     31216.4  Rx     05F83501  1  00 
   544)     31277.8  Rx     03106300  4  05 0B 00 01 
   545)     31377.8  Rx     03106300  4  05 0B 00 01 
   546)     31477.8  Rx     03106300  4  05 0B 00 01 
   547)     31577.8  Rx     03106300  4  05 0B 00 01 
   548)     31578.1  Rx     03106303  1  05 
   549)     31697.8  Rx     03106300  4  05 0B 00 01 
   550)     31797.8  Rx     03106300  4  05 0B 00 01 
   551)     31897.8  Rx     03106300  4  05 0B 00 01 
